recommendation_id,user_id,movie_id,recommendation_date,recommendation_type,recommendation_score,was_clicked,position_in_list,device_type,time_of_day,algorithm_version
rec_044121,user_02774,movie_0740,2025-06-29,similar_users,0.903,True,1,Smart TV,night,v2.0
rec_044122,user_03717,movie_0063,2024-11-16,similar_users,0.17,False,14,Mobile,afternoon,v1.4
rec_044123,user_01446,movie_0477,2024-02-29,similar_users,0.986,False,10,Mobile,night,v2.0
rec_044124,user_02516,movie_0812,2024-11-22,genre_based,0.797,False,14,Tablet,afternoon,v1.4
rec_044125,user_00482,movie_0815,2024-08-08,new_releases,0.159,False,6,Laptop,morning,v1.4
rec_044126,user_05382,movie_0364,2025-08-28,similar_users,0.72,False,16,Tablet,evening,v1.3
rec_044127,user_00097,movie_0840,2025-08-31,genre_based,0.444,False,4,Tablet,evening,v1.3
rec_044128,user_07434,movie_0311,2024-01-03,similar_users,0.212,False,19,Mobile,evening,v1.3
rec_044129,user_00687,movie_0196,2025-12-05,genre_based,0.262,False,4,Smart TV,night,v1.4
rec_044130,user_07199,movie_0789,2024-02-13,genre_based,0.764,False,16,Laptop,evening,v2.0
rec_044131,user_09047,movie_0694,2025-02-22,new_releases,0.983,True,7,Laptop,night,v2.0
rec_044132,user_03151,movie_0050,2024-06-08,similar_users,0.326,False,7,Tablet,evening,v1.3
rec_044133,user_03750,movie_0152,2025-10-31,similar_users,0.901,False,16,Laptop,afternoon,
rec_044134,user_03800,movie_0500,2024-05-09,genre_based,0.254,False,11,Smart TV,afternoon,v1.3
rec_044135,user_02826,movie_0219,2024-08-20,personalized,0.649,False,9,Mobile,night,v1.3
rec_044136,user_08382,movie_0695,2025-07-03,personalized,0.378,False,7,Smart TV,morning,v2.0
rec_044137,user_08855,movie_0367,2024-07-11,new_releases,0.632,False,7,Laptop,evening,v1.2
rec_044138,user_04036,movie_0628,2025-10-30,genre_based,0.618,True,9,Mobile,evening,v1.3
rec_044139,user_05144,movie_0569,2025-08-06,new_releases,0.77,False,1,Mobile,evening,v1.4
rec_044140,user_05604,movie_0578,2024-04-15,trending,0.823,False,20,Laptop,evening,v1.3
rec_044141,user_03458,movie_0951,2024-08-20,similar_users,0.608,False,17,Smart TV,afternoon,v1.3
rec_044142,user_06004,movie_0618,2025-10-13,personalized,0.119,False,16,Smart TV,evening,v2.0
rec_044143,user_03723,movie_0469,2024-12-19,personalized,0.565,False,18,Mobile,afternoon,v1.3
rec_044144,user_05974,movie_0465,2024-04-20,genre_based,0.65,False,16,Mobile,morning,v1.4
rec_044145,user_00202,movie_0130,2024-09-06,trending,,False,16,Tablet,evening,v1.3
rec_044146,user_09199,movie_0995,2025-01-02,trending,0.539,True,12,Tablet,afternoon,v1.3
rec_044147,user_00705,movie_0719,2025-11-22,personalized,0.89,False,2,Smart TV,morning,v1.3
rec_044148,user_04755,movie_0338,2024-10-18,new_releases,0.828,False,6,Tablet,evening,v1.3
rec_044149,user_04353,movie_0255,2024-04-09,similar_users,0.483,True,17,Mobile,morning,v1.4
rec_044150,user_07477,movie_0467,2025-04-05,new_releases,0.91,True,13,Tablet,evening,v2.0
rec_044151,user_02335,movie_0792,2024-12-30,trending,0.162,False,15,Mobile,night,v1.4
rec_044152,user_05794,movie_0045,2025-02-14,genre_based,0.742,False,10,Laptop,evening,v1.2
rec_044153,user_02608,movie_0551,2024-11-22,personalized,0.825,False,1,Smart TV,night,v1.4
rec_044154,user_06155,movie_1000,2024-06-12,trending,0.5,False,19,Smart TV,afternoon,v1.4
rec_044155,user_09820,movie_0472,2024-12-02,new_releases,0.397,False,4,Tablet,afternoon,v1.4
rec_044156,user_06695,movie_0422,2025-03-14,personalized,0.31,False,10,Laptop,night,v2.0
rec_044157,user_08665,movie_0437,2024-04-13,personalized,0.704,False,9,Laptop,morning,v2.0
rec_044158,user_06335,movie_0280,2025-06-02,similar_users,0.605,True,5,Laptop,evening,v2.0
rec_044159,user_04400,movie_0614,2024-09-29,personalized,0.728,False,10,Mobile,morning,v2.0
rec_044160,user_01318,movie_0446,2024-10-04,new_releases,0.24,False,14,Tablet,evening,v2.0
rec_044161,user_01146,movie_0495,2024-11-06,similar_users,0.17,False,18,Mobile,morning,v1.2
rec_044162,user_09640,movie_0448,2025-08-11,personalized,0.499,False,12,Mobile,evening,v1.4
rec_044163,user_02378,movie_0611,2025-06-20,new_releases,0.27,False,3,Mobile,evening,v1.4
rec_044164,user_07042,movie_0428,2024-09-09,new_releases,0.658,False,15,Laptop,afternoon,v1.4
rec_044165,user_03101,movie_0749,2025-04-13,genre_based,0.602,False,2,Mobile,evening,v2.0
rec_044166,user_02079,movie_0591,2024-03-17,new_releases,0.671,False,16,Tablet,night,v1.3
rec_044167,user_04960,movie_0187,2025-07-16,similar_users,0.74,True,17,Mobile,evening,v1.3
rec_044168,user_09550,movie_0858,2025-02-01,genre_based,0.102,False,5,Mobile,morning,v1.3
rec_044169,user_02914,movie_0528,2025-07-10,trending,0.813,False,16,Laptop,evening,v2.0
rec_044170,user_03687,movie_0045,2025-12-22,similar_users,0.351,False,19,Laptop,evening,v2.0
rec_044171,user_01440,movie_0275,2024-12-27,personalized,0.673,False,2,Tablet,evening,v1.4
rec_044172,user_02126,movie_0577,2024-01-20,similar_users,0.351,True,17,Laptop,evening,v1.4
rec_044173,user_07480,movie_0540,2025-08-03,new_releases,0.186,True,17,Tablet,morning,v1.3
rec_044174,user_09812,movie_0608,2024-03-21,similar_users,0.651,False,17,Smart TV,evening,
rec_044175,user_02832,movie_0072,2024-05-15,new_releases,0.797,False,13,Smart TV,night,
rec_044176,user_03417,movie_0982,2024-09-21,new_releases,0.588,False,13,Laptop,afternoon,
rec_044177,user_08200,movie_0881,2024-10-28,similar_users,0.602,False,10,Smart TV,evening,v2.0
rec_044178,user_02149,movie_0366,2025-08-30,genre_based,0.197,False,14,Tablet,evening,v1.4
rec_044179,user_05878,movie_0720,2025-05-27,genre_based,0.617,False,15,Tablet,afternoon,v1.4
rec_044180,user_08691,movie_0117,2025-12-15,similar_users,0.544,False,20,Mobile,evening,v1.4
rec_044181,user_07562,movie_0972,2025-08-19,new_releases,0.472,False,4,Smart TV,afternoon,v1.4
rec_044182,user_09225,movie_0753,2025-01-26,trending,0.297,False,19,Tablet,night,v2.0
rec_044183,user_08612,movie_0892,2025-08-08,trending,0.282,False,10,Mobile,afternoon,v1.4
rec_044184,user_01571,movie_0593,2025-06-26,new_releases,0.883,False,5,Smart TV,afternoon,v2.0
rec_044185,user_01489,movie_0905,2024-03-11,similar_users,0.96,True,8,Tablet,evening,v1.3
rec_044186,user_04984,movie_0969,2024-12-03,similar_users,0.604,False,5,Smart TV,evening,v1.4
rec_044187,user_08984,movie_0048,2025-11-28,genre_based,0.971,False,2,Mobile,evening,v1.4
rec_044188,user_04699,movie_0811,2025-06-09,personalized,0.203,False,1,Mobile,afternoon,v1.4
rec_044189,user_04960,movie_0886,2025-07-11,personalized,0.817,True,4,Mobile,night,v1.4
rec_044190,user_02704,movie_0844,2024-02-07,personalized,0.422,False,17,Tablet,morning,v1.3
rec_044191,user_02438,movie_0508,2025-11-01,similar_users,0.205,False,7,Tablet,evening,v1.3
rec_044192,user_00623,movie_0691,2024-02-29,new_releases,0.684,False,5,Smart TV,morning,v1.4
rec_044193,user_03489,movie_0028,2025-12-03,similar_users,,False,3,Tablet,evening,v1.4
rec_044194,user_02271,movie_0716,2025-06-15,trending,0.295,False,10,Mobile,night,v1.4
rec_044195,user_08705,movie_0970,2024-11-13,genre_based,0.256,True,13,Tablet,night,v1.4
rec_044196,user_04717,movie_0577,2025-11-07,genre_based,0.274,False,18,Mobile,afternoon,
rec_044197,user_01460,movie_0282,2025-03-01,similar_users,0.129,False,5,Smart TV,evening,v2.0
rec_044198,user_07185,movie_0098,2025-03-12,genre_based,0.938,False,18,Mobile,afternoon,v1.2
rec_044199,user_08242,movie_0712,2025-05-13,new_releases,0.214,False,13,Mobile,night,
rec_044200,user_01849,movie_0084,2024-08-02,personalized,0.748,False,13,Mobile,morning,v1.3
rec_044201,user_05054,movie_0733,2024-02-22,new_releases,0.284,False,18,Smart TV,morning,v1.3
rec_044202,user_09492,movie_0182,2024-07-15,trending,0.158,True,6,Laptop,night,v1.4
rec_044203,user_02883,movie_0713,2024-06-24,genre_based,0.582,True,7,Mobile,morning,v1.3
rec_044204,user_02510,movie_0216,2025-12-11,similar_users,0.918,False,12,Tablet,night,v1.2
rec_044205,user_02776,movie_0212,2025-02-27,genre_based,0.409,False,11,Tablet,afternoon,v1.4
rec_044206,user_06591,movie_0072,2024-10-17,genre_based,,False,6,Tablet,night,v1.3
rec_044207,user_07480,movie_0611,2024-12-02,trending,0.169,False,1,Tablet,night,v1.4
rec_044208,user_05840,movie_0227,2025-05-02,genre_based,0.644,False,7,Smart TV,night,v1.2
rec_044209,user_04653,movie_0399,2024-04-20,genre_based,0.509,False,4,Smart TV,evening,v1.2
rec_044210,user_03117,movie_0354,2025-01-17,similar_users,0.205,False,11,Laptop,evening,v1.3
rec_044211,user_01562,movie_0985,2025-07-22,similar_users,0.24,False,10,Mobile,morning,v1.4
rec_044212,user_02546,movie_0172,2025-08-28,new_releases,0.626,False,9,Mobile,night,v1.3
rec_044213,user_08904,movie_0821,2025-10-09,trending,0.76,False,2,Laptop,night,v1.3
rec_044214,user_02882,movie_0371,2024-02-16,new_releases,0.772,False,20,Mobile,morning,v1.4
rec_044215,user_02041,movie_0452,2024-03-10,trending,0.636,False,12,Laptop,morning,v1.4
rec_044216,user_07217,movie_0568,2025-07-10,trending,,False,3,Laptop,afternoon,v1.4
rec_044217,user_00716,movie_0462,2024-08-10,personalized,0.848,False,11,Smart TV,night,v1.4
rec_044218,user_00542,movie_0519,2024-05-29,similar_users,0.84,False,16,Laptop,evening,
rec_044219,user_07690,movie_0574,2024-09-05,trending,0.513,False,1,Tablet,night,v1.3
rec_044220,user_06264,movie_0150,2024-07-24,genre_based,0.336,False,9,Mobile,night,v1.3
rec_044221,user_09017,movie_0673,2024-08-01,trending,0.174,True,17,Mobile,evening,
rec_044222,user_06224,movie_0253,2024-04-05,trending,0.165,False,11,Mobile,afternoon,v1.3
rec_044223,user_01405,movie_0444,2024-01-05,trending,0.487,True,19,Tablet,morning,v1.4
rec_044224,user_03531,movie_0091,2024-05-20,new_releases,0.669,False,17,Mobile,afternoon,v1.3
rec_044225,user_03615,movie_0773,2025-08-10,personalized,0.212,True,14,Mobile,night,
rec_044226,user_06956,movie_0307,2025-11-07,similar_users,0.788,False,17,Mobile,evening,v2.0
rec_044227,user_00273,movie_0995,2024-12-23,new_releases,0.337,True,15,Smart TV,morning,v1.4
rec_044228,user_03111,movie_0918,2024-03-25,trending,0.774,False,17,Laptop,morning,v1.4
rec_044229,user_07749,movie_0589,2024-07-28,genre_based,0.449,False,15,Mobile,afternoon,v1.4
rec_044230,user_05359,movie_0054,2025-05-20,personalized,0.9,False,9,Tablet,morning,v1.3
rec_044231,user_04684,movie_0707,2025-09-20,similar_users,0.196,False,9,Mobile,morning,v1.3
rec_044232,user_05344,movie_0406,2024-01-21,trending,0.354,False,15,Smart TV,afternoon,v1.3
rec_044233,user_04887,movie_0418,2024-03-07,new_releases,0.161,False,11,Mobile,afternoon,
rec_044234,user_08528,movie_0127,2025-09-07,genre_based,,False,13,Tablet,night,v1.4
rec_044235,user_05689,movie_0998,2024-06-04,personalized,0.69,False,13,Laptop,night,v1.3
rec_044236,user_04259,movie_0540,2025-01-30,genre_based,0.473,False,4,Tablet,afternoon,v1.4
rec_044237,user_01974,movie_0591,2025-04-21,similar_users,0.324,False,15,Laptop,night,
rec_044238,user_02134,movie_0657,2024-02-21,trending,0.519,False,8,Smart TV,evening,v1.4
rec_044239,user_04258,movie_0909,2025-03-22,trending,0.108,False,10,Tablet,afternoon,v1.2
rec_044240,user_05014,movie_0840,2024-03-27,genre_based,0.481,False,3,Smart TV,afternoon,v1.3
rec_044241,user_06183,movie_0438,2024-03-22,trending,0.643,False,7,Tablet,afternoon,v1.2
rec_044242,user_05563,movie_0614,2025-03-14,new_releases,0.198,False,13,Tablet,night,v1.3
rec_044243,user_09180,movie_0420,2024-08-14,genre_based,0.678,False,14,Smart TV,morning,v1.3
rec_044244,user_00346,movie_0175,2024-04-30,similar_users,0.338,False,19,Smart TV,afternoon,v1.4
rec_044245,user_07207,movie_0656,2025-05-09,new_releases,0.595,False,8,Smart TV,afternoon,v1.3
rec_044246,user_00918,movie_0113,2025-11-12,trending,0.638,False,13,Laptop,evening,v1.4
rec_044247,user_05489,movie_0635,2025-03-10,personalized,0.891,False,16,Tablet,morning,v1.4
rec_044248,user_08464,movie_0815,2024-08-29,personalized,0.784,False,17,Smart TV,night,v1.3
rec_044249,user_07902,movie_0933,2025-06-05,genre_based,,False,10,Mobile,afternoon,v2.0
rec_044250,user_01723,movie_0871,2025-06-05,new_releases,0.413,False,14,Tablet,morning,v1.3
rec_044251,user_09297,movie_0725,2024-09-25,similar_users,0.691,False,15,Laptop,afternoon,v1.3
rec_044252,user_03754,movie_0730,2025-09-08,similar_users,,False,3,Mobile,evening,v1.4
rec_044253,user_08005,movie_0898,2025-08-19,trending,0.594,True,12,Laptop,afternoon,v1.3
rec_044254,user_06172,movie_0514,2024-09-24,genre_based,0.318,False,4,Mobile,night,v2.0
rec_044255,user_02500,movie_0199,2024-02-18,genre_based,0.414,False,9,Smart TV,evening,v2.0
rec_044256,user_09621,movie_0456,2024-06-26,trending,0.346,False,11,Mobile,evening,v1.4
rec_044257,user_00603,movie_0029,2024-12-04,genre_based,0.287,False,6,Smart TV,afternoon,v1.3
rec_044258,user_05527,movie_0482,2025-11-06,genre_based,0.48,False,16,Laptop,morning,v1.4
rec_044259,user_03675,movie_0131,2024-12-28,similar_users,0.582,False,12,Tablet,evening,v2.0
rec_044260,user_07659,movie_0730,2024-06-28,similar_users,0.246,False,17,Tablet,night,v1.4
rec_044261,user_09001,movie_0362,2024-03-10,personalized,0.207,False,12,Mobile,afternoon,
rec_044262,user_02493,movie_0599,2025-10-28,new_releases,0.106,False,16,Mobile,evening,v1.3
rec_044263,user_01061,movie_0595,2024-07-03,similar_users,0.489,False,18,Smart TV,afternoon,v1.4
rec_044264,user_00585,movie_0823,2025-03-21,new_releases,0.229,False,8,Laptop,evening,v2.0
rec_044265,user_09667,movie_0242,2025-07-02,trending,0.362,False,16,Laptop,night,v1.4
rec_044266,user_02695,movie_0462,2025-09-28,genre_based,0.843,False,7,Laptop,afternoon,v2.0
rec_044267,user_00785,movie_0520,2025-01-24,personalized,0.844,False,9,Tablet,night,v1.2
rec_044268,user_00701,movie_0709,2024-02-26,genre_based,0.717,False,1,Tablet,evening,v1.2
rec_044269,user_09442,movie_0916,2024-10-15,personalized,0.822,False,18,Tablet,afternoon,
rec_044270,user_00277,movie_0511,2025-12-27,personalized,0.946,False,7,Laptop,night,v1.3
rec_044271,user_05814,movie_0667,2025-12-16,new_releases,0.37,False,17,Laptop,night,v1.4
rec_044272,user_05952,movie_0947,2024-07-22,personalized,0.532,False,14,Tablet,evening,v1.4
rec_044273,user_09878,movie_0645,2025-10-19,similar_users,0.202,False,11,Tablet,evening,v1.4
rec_044274,user_09297,movie_0013,2024-08-10,personalized,0.974,True,6,Tablet,morning,v1.4
rec_044275,user_04665,movie_0249,2025-01-19,new_releases,0.382,True,20,Smart TV,evening,v1.3
rec_044276,user_02422,movie_0881,2024-07-07,personalized,,False,19,Tablet,night,v1.4
rec_044277,user_02802,movie_0009,2025-04-09,new_releases,0.543,False,7,Mobile,evening,v1.4
rec_044278,user_07134,movie_0534,2025-08-30,genre_based,0.745,False,3,Laptop,evening,v2.0
rec_044279,user_04474,movie_0655,2024-04-18,trending,0.941,False,1,Tablet,night,v1.4
rec_044280,user_03653,movie_0150,2024-04-01,trending,0.902,False,4,Tablet,afternoon,v1.4
rec_044281,user_05626,movie_0583,2024-10-27,personalized,0.281,False,9,Laptop,afternoon,v2.0
rec_044282,user_01399,movie_0406,2024-12-24,genre_based,,False,16,Laptop,night,v1.3
rec_044283,user_06146,movie_0853,2024-03-16,personalized,0.377,False,16,Tablet,morning,v2.0
rec_044284,user_08642,movie_0953,2024-08-24,similar_users,0.401,True,16,Smart TV,morning,v1.3
rec_044285,user_01783,movie_0197,2025-08-09,genre_based,0.449,False,16,Tablet,afternoon,v1.3
rec_044286,user_08759,movie_0260,2025-04-30,similar_users,0.854,False,1,Mobile,evening,v1.4
rec_044287,user_04143,movie_0575,2025-10-02,genre_based,0.598,False,16,Smart TV,morning,v1.3
rec_044288,user_07488,movie_0215,2025-10-12,trending,0.64,False,20,Laptop,evening,v1.3
rec_044289,user_00089,movie_0923,2025-05-21,new_releases,0.373,True,14,Mobile,evening,v1.4
rec_044290,user_08404,movie_0353,2025-02-28,similar_users,0.623,True,18,Tablet,morning,v1.3
rec_044291,user_04313,movie_0149,2024-06-28,personalized,0.203,False,13,Laptop,night,v1.3
rec_044292,user_02971,movie_0987,2024-11-04,new_releases,0.338,True,15,Smart TV,evening,v1.4
rec_044293,user_02251,movie_0836,2024-11-24,new_releases,0.262,False,3,Tablet,morning,v2.0
rec_044294,user_04288,movie_0733,2025-01-20,new_releases,0.378,True,12,Smart TV,night,v1.4
rec_044295,user_08738,movie_0588,2024-06-22,trending,0.852,False,14,Tablet,afternoon,v2.0
rec_044296,user_08225,movie_0723,2024-04-04,genre_based,0.354,False,16,Laptop,evening,v1.3
rec_044297,user_00220,movie_0207,2025-11-05,personalized,0.761,False,5,Laptop,afternoon,v1.2
rec_044298,user_07666,movie_0504,2024-08-25,new_releases,0.491,False,14,Laptop,evening,v1.4
rec_044299,user_04810,movie_0047,2024-12-27,new_releases,0.992,False,8,Tablet,night,v2.0
rec_044300,user_07330,movie_0641,2025-06-30,personalized,0.744,False,14,Smart TV,morning,v2.0
rec_044301,user_02507,movie_0392,2025-06-23,personalized,0.423,False,3,Tablet,night,v1.4
rec_044302,user_09926,movie_0457,2024-03-22,personalized,,False,19,Mobile,evening,v2.0
rec_044303,user_00610,movie_0523,2025-04-04,similar_users,0.916,True,6,Smart TV,night,v1.4
rec_044304,user_01188,movie_0151,2025-03-05,similar_users,0.62,False,8,Tablet,morning,v2.0
rec_044305,user_08684,movie_0706,2024-05-25,genre_based,,False,11,Smart TV,afternoon,v1.3
rec_044306,user_08243,movie_0161,2024-12-16,new_releases,0.563,False,9,Smart TV,afternoon,v1.3
rec_044307,user_01318,movie_0233,2024-04-28,personalized,,False,2,Laptop,morning,v2.0
rec_044308,user_09089,movie_0833,2025-11-02,personalized,0.672,False,7,Mobile,afternoon,v2.0
rec_044309,user_03108,movie_0472,2024-07-27,new_releases,0.366,False,16,Smart TV,morning,v2.0
rec_044310,user_06862,movie_0249,2024-08-24,trending,0.342,False,11,Smart TV,night,v1.4
rec_044311,user_05530,movie_0031,2024-10-17,genre_based,0.307,False,3,Laptop,evening,v1.3
rec_044312,user_08851,movie_0531,2024-07-10,personalized,0.359,False,17,Laptop,evening,v2.0
rec_044313,user_00870,movie_0437,2025-06-22,trending,0.168,True,7,Smart TV,evening,v1.4
rec_044314,user_01606,movie_0610,2025-08-01,similar_users,0.683,False,20,Laptop,night,v1.4
rec_044315,user_03087,movie_0048,2025-03-10,similar_users,0.154,False,12,Smart TV,night,
rec_044316,user_08948,movie_0409,2025-02-04,personalized,0.904,True,17,Laptop,night,v1.3
rec_044317,user_02631,movie_0424,2025-03-24,genre_based,,False,5,Mobile,morning,v1.3
rec_044318,user_09278,movie_0140,2025-03-23,similar_users,0.58,False,6,Tablet,night,v1.4
rec_044319,user_04539,movie_0705,2025-09-21,new_releases,0.912,False,11,Mobile,night,v1.4
rec_044320,user_06139,movie_0418,2025-09-08,genre_based,0.721,False,18,Laptop,morning,v1.3
rec_044321,user_05463,movie_0919,2024-04-16,personalized,0.762,True,18,Tablet,afternoon,v1.4
rec_044322,user_01244,movie_0752,2024-11-26,personalized,0.653,False,4,Laptop,night,v1.3
rec_044323,user_00429,movie_0779,2025-12-20,new_releases,0.645,False,19,Tablet,morning,v1.3
rec_044324,user_03803,movie_0004,2025-03-09,similar_users,0.295,False,17,Mobile,afternoon,v1.3
rec_044325,user_06997,movie_0559,2025-11-05,new_releases,0.323,False,18,Laptop,afternoon,v1.2
rec_044326,user_00144,movie_0830,2024-04-21,personalized,0.947,False,11,Mobile,morning,v1.4
rec_044327,user_03946,movie_0172,2025-05-18,trending,0.296,False,9,Mobile,morning,v2.0
rec_044328,user_07930,movie_0710,2024-12-01,new_releases,0.832,False,9,Tablet,night,v1.4
rec_044329,user_05700,movie_0552,2024-03-17,personalized,0.266,False,4,Mobile,morning,v2.0
rec_044330,user_05173,movie_0203,2024-09-16,new_releases,0.484,False,12,Mobile,morning,
rec_044331,user_05175,movie_0601,2024-01-10,genre_based,0.286,False,13,Mobile,afternoon,v2.0
rec_044332,user_08201,movie_0350,2024-03-12,new_releases,0.95,False,8,Mobile,evening,v1.4
rec_044333,user_08187,movie_0630,2024-05-06,genre_based,0.566,False,15,Smart TV,morning,v1.3
rec_044334,user_01892,movie_0262,2025-09-16,similar_users,0.837,False,14,Smart TV,night,v1.2
rec_044335,user_00748,movie_0024,2024-03-06,similar_users,0.191,False,19,Mobile,afternoon,v1.4
rec_044336,user_04801,movie_0501,2024-06-26,new_releases,0.758,False,7,Smart TV,evening,v1.3
